state,,year,month,precipitation
CE,8/31/2013,2013,Aug,13.5
CE,9/30/2013,2013,Sep,10.5
CE,10/31/2013,2013,Oct,9.4
CE,11/30/2013,2013,Nov,11.2
CE,12/31/2013,2013,Dec,10.6
CE,1/31/2014,2014,Jan,67.2
CE,2/28/2014,2014,Feb,144.2
CE,3/31/2014,2014,Mar,330.6
CE,4/30/2014,2014,Apr,266.9
CE,5/31/2014,2014,May,257.1
CE,6/30/2014,2014,Jun,56
CE,7/31/2014,2014,Jul,35.6
CE,8/31/2014,2014,Aug,1.7
CE,9/30/2014,2014,Sep,7.5
CE,10/31/2014,2014,Oct,4.4
CE,11/30/2014,2014,Nov,18
CE,12/31/2014,2014,Dec,48.9
CE,1/31/2015,2015,Jan,72.2
CE,2/28/2015,2015,Feb,144.6
CE,3/31/2015,2015,Mar,377.7
CE,4/30/2015,2015,Apr,296.4
CE,5/31/2015,2015,May,81.1
CE,6/30/2015,2015,Jun,66.2
CE,7/31/2015,2015,Jul,147.5
CE,8/31/2015,2015,Aug,12.7
CE,9/30/2015,2015,Sep,15.2
CE,10/31/2015,2015,Oct,1.1
CE,11/30/2015,2015,Nov,1.2
CE,12/31/2015,2015,Dec,47.4
CE,1/31/2016,2016,Jan,309.7
CE,2/29/2016,2016,Feb,169.2
CE,3/31/2016,2016,Mar,265
CE,4/30/2016,2016,Apr,411.3
CE,5/31/2016,2016,May,123.1
CE,6/30/2016,2016,Jun,30.3
CE,7/31/2016,2016,Jul,5.3
CE,8/31/2016,2016,Aug,9.7
CE,9/30/2016,2016,Sep,9.8
CE,10/31/2016,2016,Oct,7.6
CE,11/30/2016,2016,Nov,7.8
CE,12/31/2016,2016,Dec,74.2
CE,1/31/2017,2017,Jan,106.8
CE,2/28/2017,2017,Feb,227.4
CE,3/31/2017,2017,Mar,477.9
CE,4/30/2017,2017,Apr,346
CE,5/31/2017,2017,May,136.7
CE,6/30/2017,2017,Jun,48
CE,7/31/2017,2017,Jul,78.1
CE,8/31/2017,2017,Aug,1.5
CE,9/30/2017,2017,Sep,7.4
CE,10/31/2017,2017,Oct,10.7
CE,11/30/2017,2017,Nov,9.5
DF,1/31/1998,1998,Jan,246.3
DF,2/28/1998,1998,Feb,128.1
DF,3/31/1998,1998,Mar,263.1
DF,4/30/1998,1998,Apr,67
DF,5/31/1998,1998,May,38.8
DF,6/30/1998,1998,Jun,7.4
DF,7/31/1998,1998,Jul,0
DF,8/31/1998,1998,Aug,9.7
DF,9/30/1998,1998,Sep,20.7
DF,10/31/1998,1998,Oct,125.8
DF,11/30/1998,1998,Nov,300.5
DF,12/31/1998,1998,Dec,167.8
DF,1/31/1999,1999,Jan,70.8
DF,2/28/1999,1999,Feb,108.6
DF,3/31/1999,1999,Mar,228.1
DF,4/30/1999,1999,Apr,60.9
DF,5/31/1999,1999,May,8.9
DF,6/30/1999,1999,Jun,3.3
DF,7/31/1999,1999,Jul,0
DF,8/31/1999,1999,Aug,0
DF,9/30/1999,1999,Sep,59.9
DF,10/31/1999,1999,Oct,200.1
DF,11/30/1999,1999,Nov,289.8
DF,12/31/1999,1999,Dec,206.3
DF,1/31/2000,2000,Jan,130
DF,2/29/2000,2000,Feb,168.3
DF,3/31/2000,2000,Mar,229.6
DF,4/30/2000,2000,Apr,98.8
DF,5/31/2000,2000,May,0
DF,6/30/2000,2000,Jun,0
DF,7/31/2000,2000,Jul,0.2
DF,8/31/2000,2000,Aug,56.3
DF,9/30/2000,2000,Sep,105.3
DF,10/31/2000,2000,Oct,201.8
DF,11/30/2000,2000,Nov,231.7
DF,12/31/2000,2000,Dec,155.3
DF,1/31/2001,2001,Jan,179.4
DF,2/28/2001,2001,Feb,105.9
DF,3/31/2001,2001,Mar,191.5
DF,4/30/2001,2001,Apr,145.4
DF,5/31/2001,2001,May,36.2
DF,6/30/2001,2001,Jun,0
DF,7/31/2001,2001,Jul,14.6
DF,8/31/2001,2001,Aug,38.5
DF,9/30/2001,2001,Sep,50.5
DF,10/31/2001,2001,Oct,132.5
DF,11/30/2001,2001,Nov,199.6
DF,12/31/2001,2001,Dec,191.4
DF,1/31/2002,2002,Jan,208.3
DF,2/28/2002,2002,Feb,233
DF,3/31/2002,2002,Mar,133.8
DF,4/30/2002,2002,Apr,90.1
DF,5/31/2002,2002,May,18.2
DF,6/30/2002,2002,Jun,0
DF,7/31/2002,2002,Jul,16.5
DF,8/31/2002,2002,Aug,17.8
DF,9/30/2002,2002,Sep,67.8
DF,10/31/2002,2002,Oct,57.5
DF,11/30/2002,2002,Nov,175.1
DF,12/31/2002,2002,Dec,371.4
DF,1/31/2003,2003,Jan,229.4
DF,2/28/2003,2003,Feb,164.3
DF,3/31/2003,2003,Mar,208.2
DF,4/30/2003,2003,Apr,70.2
DF,5/31/2003,2003,May,8.7
DF,6/30/2003,2003,Jun,0
DF,7/31/2003,2003,Jul,0
DF,8/31/2003,2003,Aug,62.4
DF,9/30/2003,2003,Sep,11.3
DF,10/31/2003,2003,Oct,64.8
DF,11/30/2003,2003,Nov,276.4
DF,12/31/2003,2003,Dec,191.5
DF,1/31/2004,2004,Jan,344.4
DF,2/29/2004,2004,Feb,422.3
DF,3/31/2004,2004,Mar,266.8
DF,4/30/2004,2004,Apr,171.2
DF,5/31/2004,2004,May,11.6
DF,6/30/2004,2004,Jun,0
DF,7/31/2004,2004,Jul,0.5
DF,8/31/2004,2004,Aug,0
DF,9/30/2004,2004,Sep,0
DF,10/31/2004,2004,Oct,172.3
DF,11/30/2004,2004,Nov,103.9
DF,12/31/2004,2004,Dec,126
DF,1/31/2005,2005,Jan,245.2
DF,2/28/2005,2005,Feb,264.7
DF,3/31/2005,2005,Mar,398.6
DF,4/30/2005,2005,Apr,28
DF,5/31/2005,2005,May,17
DF,6/30/2005,2005,Jun,5.4
DF,7/31/2005,2005,Jul,0.2
DF,8/31/2005,2005,Aug,39.1
DF,9/30/2005,2005,Sep,55.9
DF,10/31/2005,2005,Oct,57.3
DF,11/30/2005,2005,Nov,226.5
DF,12/31/2005,2005,Dec,422.2
DF,1/31/2006,2006,Jan,123.1
DF,2/28/2006,2006,Feb,191.4
DF,3/31/2006,2006,Mar,257.9
DF,4/30/2006,2006,Apr,141.7
DF,5/31/2006,2006,May,35.1
DF,6/30/2006,2006,Jun,0.9
DF,7/31/2006,2006,Jul,0.1
DF,8/31/2006,2006,Aug,52.8
DF,9/30/2006,2006,Sep,40.3
DF,10/31/2006,2006,Oct,526.4
DF,11/30/2006,2006,Nov,195.6
DF,12/31/2006,2006,Dec,182.1
DF,1/31/2007,2007,Jan,269.6
DF,2/28/2007,2007,Feb,265.9
DF,3/31/2007,2007,Mar,35.7
DF,4/30/2007,2007,Apr,50.1
DF,5/31/2007,2007,May,7.5
DF,6/30/2007,2007,Jun,0
DF,7/31/2007,2007,Jul,0
DF,8/31/2007,2007,Aug,0
DF,9/30/2007,2007,Sep,0
DF,10/31/2007,2007,Oct,38.3
DF,11/30/2007,2007,Nov,224.9
DF,12/31/2007,2007,Dec,275
DF,1/31/2008,2008,Jan,201
DF,2/29/2008,2008,Feb,227.6
DF,3/31/2008,2008,Mar,234.6
DF,4/30/2008,2008,Apr,210.2
DF,5/31/2008,2008,May,0
DF,6/30/2008,2008,Jun,0
DF,7/31/2008,2008,Jul,0
DF,8/31/2008,2008,Aug,2.7
DF,9/30/2008,2008,Sep,79.9
DF,10/31/2008,2008,Oct,38.7
DF,11/30/2008,2008,Nov,271
DF,12/31/2008,2008,Dec,323.4
DF,1/31/2009,2009,Jan,205
DF,2/28/2009,2009,Feb,134.8
DF,3/31/2009,2009,Mar,81
DF,4/30/2009,2009,Apr,375.9
DF,5/31/2009,2009,May,61.2
DF,6/30/2009,2009,Jun,9.3
DF,7/31/2009,2009,Jul,0
DF,8/31/2009,2009,Aug,72.5
DF,9/30/2009,2009,Sep,50.5
DF,10/31/2009,2009,Oct,295.8
DF,11/30/2009,2009,Nov,199.1
DF,12/31/2009,2009,Dec,307.8
DF,1/31/2010,2010,Jan,121
DF,2/28/2010,2010,Feb,37.2
DF,3/31/2010,2010,Mar,244.7
DF,4/30/2010,2010,Apr,238.8
DF,5/31/2010,2010,May,27.5
DF,6/30/2010,2010,Jun,0
DF,7/31/2010,2010,Jul,0
DF,8/31/2010,2010,Aug,0
DF,9/30/2010,2010,Sep,0
DF,10/31/2010,2010,Oct,189.9
DF,11/30/2010,2010,Nov,254.5
DF,12/31/2010,2010,Dec,318
DF,1/31/2011,2011,Jan,126.8
DF,2/28/2011,2011,Feb,172.4
DF,3/31/2011,2011,Mar,243.2
DF,4/30/2011,2011,Apr,69.5
DF,5/31/2011,2011,May,13.9
DF,6/30/2011,2011,Jun,3.8
DF,7/31/2011,2011,Jul,0
DF,8/31/2011,2011,Aug,0
DF,9/30/2011,2011,Sep,7
DF,10/31/2011,2011,Oct,263.9
DF,11/30/2011,2011,Nov,333.8
DF,12/31/2011,2011,Dec,324.5
DF,1/31/2012,2012,Jan,269.9
DF,2/29/2012,2012,Feb,114.9
DF,3/31/2012,2012,Mar,196.9
DF,4/30/2012,2012,Apr,121.3
DF,5/31/2012,2012,May,44.4
DF,6/30/2012,2012,Jun,2.4
DF,7/31/2012,2012,Jul,0.2
DF,8/31/2012,2012,Aug,0
DF,9/30/2012,2012,Sep,32.9
DF,10/31/2012,2012,Oct,109.8
DF,11/30/2012,2012,Nov,444.6
DF,12/31/2012,2012,Dec,141.9
DF,1/31/2013,2013,Jan,491.8
DF,2/28/2013,2013,Feb,190.1
DF,3/31/2013,2013,Mar,190.3
DF,4/30/2013,2013,Apr,95.4
DF,5/31/2013,2013,May,22.2
DF,6/30/2013,2013,Jun,6.2
DF,7/31/2013,2013,Jul,0.3
DF,8/31/2013,2013,Aug,0
DF,9/30/2013,2013,Sep,65.9
DF,10/31/2013,2013,Oct,106.7
DF,11/30/2013,2013,Nov,278.8
DF,12/31/2013,2013,Dec,353.6
DF,1/31/2014,2014,Jan,153
DF,2/28/2014,2014,Feb,139.2
DF,3/31/2014,2014,Mar,341.9
DF,4/30/2014,2014,Apr,249.3
DF,5/31/2014,2014,May,2.8
DF,6/30/2014,2014,Jun,9.9
DF,7/31/2014,2014,Jul,7.9
DF,8/31/2014,2014,Aug,0
DF,9/30/2014,2014,Sep,16.2
DF,10/31/2014,2014,Oct,201.4
DF,11/30/2014,2014,Nov,192.1
DF,12/31/2014,2014,Dec,366.7
DF,1/31/2015,2015,Jan,93.9
DF,2/28/2015,2015,Feb,127
DF,3/31/2015,2015,Mar,345.5
DF,4/30/2015,2015,Apr,206.8
DF,5/31/2015,2015,May,48.3
DF,6/30/2015,2015,Jun,0
DF,7/31/2015,2015,Jul,0.8
DF,8/31/2015,2015,Aug,0
DF,9/30/2015,2015,Sep,21.6
DF,10/31/2015,2015,Oct,69.4
DF,11/30/2015,2015,Nov,167.8
DF,12/31/2015,2015,Dec,171.6
DF,1/31/2016,2016,Jan,397.6
DF,2/29/2016,2016,Feb,84.8
DF,3/31/2016,2016,Mar,150.6
DF,4/30/2016,2016,Apr,11
DF,5/31/2016,2016,May,3.9
DF,6/30/2016,2016,Jun,0
DF,7/31/2016,2016,Jul,0
DF,8/31/2016,2016,Aug,20.9
DF,9/30/2016,2016,Sep,55.9
DF,10/31/2016,2016,Oct,83.7
DF,11/30/2016,2016,Nov,228.4
DF,12/31/2016,2016,Dec,156.1
DF,1/31/2017,2017,Jan,146.5
DF,2/28/2017,2017,Feb,258.8
DF,3/31/2017,2017,Mar,177.2
DF,4/30/2017,2017,Apr,26.7
DF,5/31/2017,2017,May,64.3
DF,6/30/2017,2017,Jun,0
DF,7/31/2017,2017,Jul,0
DF,8/31/2017,2017,Aug,0
DF,9/30/2017,2017,Sep,9.2
DF,10/31/2017,2017,Oct,33.2
DF,11/30/2017,2017,Nov,321.4
ES,1/31/1998,1998,Jan,81.6
ES,2/28/1998,1998,Feb,128.3
ES,3/31/1998,1998,Mar,36.9
ES,4/30/1998,1998,Apr,10.3
ES,5/31/1998,1998,May,2.5
ES,6/30/1998,1998,Jun,17.4
ES,7/31/1998,1998,Jul,29.6
ES,8/31/1998,1998,Aug,48.7
ES,9/30/1998,1998,Sep,23.2
ES,10/31/1998,1998,Oct,224.6
ES,11/30/1998,1998,Nov,221.3
ES,12/31/1998,1998,Dec,40.8
ES,1/31/1999,1999,Jan,83.4
ES,2/28/1999,1999,Feb,6.1
ES,3/31/1999,1999,Mar,102.8
ES,4/30/1999,1999,Apr,96.9
ES,5/31/1999,1999,May,33.6
ES,6/30/1999,1999,Jun,244.2
ES,7/31/1999,1999,Jul,76.2
ES,8/31/1999,1999,Aug,47.1
ES,9/30/1999,1999,Sep,54.2
ES,10/31/1999,1999,Oct,103.8
ES,11/30/1999,1999,Nov,308.8
ES,12/31/1999,1999,Dec,244.8
ES,1/31/2000,2000,Jan,243.9
ES,2/29/2000,2000,Feb,116.3
ES,3/31/2000,2000,Mar,139.8
ES,4/30/2000,2000,Apr,283
ES,5/31/2000,2000,May,29
ES,6/30/2000,2000,Jun,85
ES,7/31/2000,2000,Jul,37.6
ES,8/31/2000,2000,Aug,46
ES,9/30/2000,2000,Sep,116
ES,10/31/2000,2000,Oct,10.5
ES,11/30/2000,2000,Nov,198
ES,12/31/2000,2000,Dec,257.1
ES,1/31/2001,2001,Jan,53.5
ES,2/28/2001,2001,Feb,84.6
ES,3/31/2001,2001,Mar,82.1
ES,4/30/2001,2001,Apr,1.6
ES,5/31/2001,2001,May,84.8
ES,6/30/2001,2001,Jun,55.7
ES,7/31/2001,2001,Jul,0
ES,5/31/2002,2002,May,70.9
ES,6/30/2002,2002,Jun,47.8
ES,7/31/2002,2002,Jul,32.4
ES,8/31/2002,2002,Aug,64.9
ES,9/30/2002,2002,Sep,145.6
ES,10/31/2002,2002,Oct,19.5
ES,11/30/2002,2002,Nov,112.3
ES,12/31/2002,2002,Dec,212
ES,1/31/2003,2003,Jan,206.7
ES,2/28/2003,2003,Feb,11.8
ES,3/31/2003,2003,Mar,6.6
ES,4/30/2003,2003,Apr,160.7
ES,5/31/2003,2003,May,33.8
ES,6/30/2003,2003,Jun,2.1
ES,7/31/2003,2003,Jul,55.4
ES,8/31/2003,2003,Aug,27.3
ES,9/30/2003,2003,Sep,29.7
ES,10/31/2003,2003,Oct,105.3
ES,11/30/2003,2003,Nov,35.3
ES,12/31/2003,2003,Dec,314.4
ES,1/31/2004,2004,Jan,345.4
ES,2/29/2004,2004,Feb,115.7
ES,3/31/2004,2004,Mar,216.6
ES,4/30/2004,2004,Apr,125.7
ES,5/31/2004,2004,May,75.1
ES,6/30/2004,2004,Jun,51.9
ES,7/31/2004,2004,Jul,141.8
ES,8/31/2004,2004,Aug,75.2
ES,9/30/2004,2004,Sep,26.6
ES,10/31/2004,2004,Oct,126.1
ES,11/30/2004,2004,Nov,107.1
ES,12/31/2004,2004,Dec,242.7
ES,1/31/2005,2005,Jan,115.7
ES,2/28/2005,2005,Feb,219.8
ES,3/31/2005,2005,Mar,197
ES,4/30/2005,2005,Apr,43.7
ES,5/31/2005,2005,May,204
ES,6/30/2005,2005,Jun,194.1
ES,7/31/2005,2005,Jul,96.3
ES,8/31/2005,2005,Aug,84.1
ES,9/30/2005,2005,Sep,157.6
ES,10/31/2005,2005,Oct,20.4
ES,11/30/2005,2005,Nov,272
ES,12/31/2005,2005,Dec,185.8
ES,1/31/2006,2006,Jan,65
ES,2/28/2006,2006,Feb,29.9
ES,3/31/2006,2006,Mar,207
ES,4/30/2006,2006,Apr,214.6
ES,5/31/2006,2006,May,1.3
ES,6/30/2006,2006,Jun,65.1
ES,7/31/2006,2006,Jul,62.5
ES,8/31/2006,2006,Aug,84.2
ES,9/30/2006,2006,Sep,66.4
ES,10/31/2006,2006,Oct,66.5
ES,11/30/2006,2006,Nov,195.4
ES,12/31/2006,2006,Dec,326.7
ES,1/31/2007,2007,Jan,173.4
ES,2/28/2007,2007,Feb,87.2
ES,3/31/2007,2007,Mar,48.3
ES,4/30/2007,2007,Apr,101.9
ES,5/31/2007,2007,May,38.1
ES,6/30/2007,2007,Jun,13.6
ES,7/31/2007,2007,Jul,2
ES,8/31/2007,2007,Aug,47.6
ES,9/30/2007,2007,Sep,75
ES,10/31/2007,2007,Oct,32.1
ES,11/30/2007,2007,Nov,164.6
ES,12/31/2007,2007,Dec,94.2
ES,1/31/2008,2008,Jan,128.4
ES,2/29/2008,2008,Feb,173
ES,3/31/2008,2008,Mar,68.7
ES,4/30/2008,2008,Apr,73.3
ES,5/31/2008,2008,May,47
ES,6/30/2008,2008,Jun,42.1
ES,7/31/2008,2008,Jul,28.3
ES,8/31/2008,2008,Aug,26.8
ES,9/30/2008,2008,Sep,29.2
ES,10/31/2008,2008,Oct,108.6
ES,11/30/2008,2008,Nov,662.8
ES,12/31/2008,2008,Dec,136.1
ES,1/31/2009,2009,Jan,218.1
ES,2/28/2009,2009,Feb,49
ES,3/31/2009,2009,Mar,210.9
ES,4/30/2009,2009,Apr,230.1
ES,5/31/2009,2009,May,70.3
ES,6/30/2009,2009,Jun,46.5
ES,7/31/2009,2009,Jul,90
ES,8/31/2009,2009,Aug,85.6
ES,9/30/2009,2009,Sep,17.5
ES,10/31/2009,2009,Oct,406.4
ES,11/30/2009,2009,Nov,144.3
ES,12/31/2009,2009,Dec,2
ES,1/31/2010,2010,Jan,15.6
ES,2/28/2010,2010,Feb,57.1
ES,3/31/2010,2010,Mar,374.7
ES,4/30/2010,2010,Apr,138.7
ES,5/31/2010,2010,May,113.4
ES,6/30/2010,2010,Jun,68.6
ES,7/31/2010,2010,Jul,94.9
ES,8/31/2010,2010,Aug,20.7
ES,9/30/2010,2010,Sep,27.8
ES,10/31/2010,2010,Oct,47.2
ES,11/30/2010,2010,Nov,265.4
ES,12/31/2010,2010,Dec,0
ES,1/31/2011,2011,Jan,26.8
ES,2/28/2011,2011,Feb,76.7
ES,3/31/2011,2011,Mar,277.4
ES,4/30/2011,2011,Apr,384
ES,5/31/2011,2011,May,72.3
ES,6/30/2011,2011,Jun,38.4
ES,7/31/2011,2011,Jul,30.5
ES,8/31/2011,2011,Aug,13.4
ES,9/30/2011,2011,Sep,31.2
ES,10/31/2011,2011,Oct,141.6
ES,11/30/2011,2011,Nov,247.1
ES,12/31/2011,2011,Dec,251.8
ES,1/31/2012,2012,Jan,282.9
ES,2/29/2012,2012,Feb,73.6
ES,3/31/2012,2012,Mar,58.9
ES,4/30/2012,2012,Apr,30.1
ES,5/31/2012,2012,May,267.1
ES,6/30/2012,2012,Jun,92.8
ES,7/31/2012,2012,Jul,42.6
ES,8/31/2012,2012,Aug,238.4
ES,9/30/2012,2012,Sep,37.9
ES,10/31/2012,2012,Oct,56
ES,11/30/2012,2012,Nov,376.1
ES,12/31/2012,2012,Dec,42.7
ES,1/31/2013,2013,Jan,197.8
ES,2/28/2013,2013,Feb,39.2
ES,3/31/2013,2013,Mar,434.5
ES,4/30/2013,2013,Apr,50.9
ES,5/31/2013,2013,May,76.1
ES,6/30/2013,2013,Jun,84.8
ES,7/31/2013,2013,Jul,61
ES,8/31/2013,2013,Aug,83.1
ES,9/30/2013,2013,Sep,33.3
ES,10/31/2013,2013,Oct,68.9
ES,11/30/2013,2013,Nov,351.1
ES,12/31/2013,2013,Dec,713.9
ES,1/31/2014,2014,Jan,51.1
ES,2/28/2014,2014,Feb,41.1
ES,3/31/2014,2014,Mar,90.9
ES,4/30/2014,2014,Apr,95.5
ES,5/31/2014,2014,May,5
ES,6/30/2014,2014,Jun,51.2
ES,7/31/2014,2014,Jul,107.3
ES,8/31/2014,2014,Aug,83.4
ES,9/30/2014,2014,Sep,23.7
ES,10/31/2014,2014,Oct,286.6
ES,11/30/2014,2014,Nov,68.7
ES,12/31/2014,2014,Dec,86.1
ES,1/31/2015,2015,Jan,0
ES,2/28/2015,2015,Feb,53.9
ES,3/31/2015,2015,Mar,48.9
ES,4/30/2015,2015,Apr,31.8
ES,5/31/2015,2015,May,199.8
ES,6/30/2015,2015,Jun,109.1
ES,7/31/2015,2015,Jul,12.5
ES,8/31/2015,2015,Aug,40.6
ES,9/30/2015,2015,Sep,27.8
ES,10/31/2015,2015,Oct,54.6
ES,11/30/2015,2015,Nov,61.2
ES,12/31/2015,2015,Dec,87.8
ES,1/31/2016,2016,Jan,186
ES,2/29/2016,2016,Feb,12.3
ES,3/31/2016,2016,Mar,90
ES,4/30/2016,2016,Apr,25
ES,5/31/2016,2016,May,12.9
ES,6/30/2016,2016,Jun,72.7
ES,7/31/2016,2016,Jul,78.9
ES,8/31/2016,2016,Aug,7.1
ES,9/30/2016,2016,Sep,33.1
ES,10/31/2016,2016,Oct,107.7
ES,11/30/2016,2016,Nov,227.1
ES,12/31/2016,2016,Dec,95.7
ES,1/31/2017,2017,Jan,24
ES,2/28/2017,2017,Feb,96
ES,3/31/2017,2017,Mar,38.1
ES,4/30/2017,2017,Apr,64.6
ES,5/31/2017,2017,May,180.4
ES,6/30/2017,2017,Jun,133.6
ES,7/31/2017,2017,Jul,195.8
ES,8/31/2017,2017,Aug,27
ES,9/30/2017,2017,Sep,81.3
ES,10/31/2017,2017,Oct,84.9
ES,11/30/2017,2017,Nov,128
GO,1/31/1998,1998,Jan,245.9
GO,2/28/1998,1998,Feb,326.3
GO,3/31/1998,1998,Mar,264.2
GO,4/30/1998,1998,Apr,69.6
GO,5/31/1998,1998,May,20.5
GO,6/30/1998,1998,Jun,0.4
GO,7/31/1998,1998,Jul,0
GO,8/31/1998,1998,Aug,3.6
GO,9/30/1998,1998,Sep,41.3
GO,10/31/1998,1998,Oct,145.6
GO,11/30/1998,1998,Nov,256
GO,12/31/1998,1998,Dec,201
GO,1/31/1999,1999,Jan,196.5
GO,2/28/1999,1999,Feb,188.2
GO,3/31/1999,1999,Mar,119.2
GO,4/30/1999,1999,Apr,27.6
GO,5/31/1999,1999,May,66.7
GO,6/30/1999,1999,Jun,7
GO,7/31/1999,1999,Jul,0
GO,8/31/1999,1999,Aug,0
GO,9/30/1999,1999,Sep,70.9
GO,10/31/1999,1999,Oct,175
GO,11/30/1999,1999,Nov,200.8
GO,12/31/1999,1999,Dec,295.6
GO,1/31/2000,2000,Jan,385.7
GO,2/29/2000,2000,Feb,319.8
GO,3/31/2000,2000,Mar,207.4
GO,4/30/2000,2000,Apr,44.6
GO,5/31/2000,2000,May,9.4
GO,6/30/2000,2000,Jun,0
GO,7/31/2000,2000,Jul,0.6
GO,8/31/2000,2000,Aug,31.5
GO,9/30/2000,2000,Sep,106
GO,10/31/2000,2000,Oct,84.3
GO,11/30/2000,2000,Nov,327.8
GO,12/31/2000,2000,Dec,316.4
GO,1/31/2001,2001,Jan,209
GO,2/28/2001,2001,Feb,226.9
GO,3/31/2001,2001,Mar,181.6
GO,4/30/2001,2001,Apr,172
GO,5/31/2001,2001,May,72.1
GO,6/30/2001,2001,Jun,2
GO,7/31/2001,2001,Jul,0
GO,8/31/2001,2001,Aug,51.5
GO,9/30/2001,2001,Sep,124.5
GO,10/31/2001,2001,Oct,185
GO,11/30/2001,2001,Nov,314.7
GO,12/31/2001,2001,Dec,227.6
GO,1/31/2002,2002,Jan,253.7
GO,2/28/2002,2002,Feb,398
GO,3/31/2002,2002,Mar,300.3
GO,4/30/2002,2002,Apr,27.5
GO,5/31/2002,2002,May,12
GO,6/30/2002,2002,Jun,0
GO,7/31/2002,2002,Jul,0.2
GO,8/31/2002,2002,Aug,6.3
GO,9/30/2002,2002,Sep,69.5
GO,10/31/2002,2002,Oct,34.4
GO,11/30/2002,2002,Nov,149.7
GO,12/31/2002,2002,Dec,284.8
GO,1/31/2003,2003,Jan,314.9
GO,2/28/2003,2003,Feb,267.5
GO,3/31/2003,2003,Mar,202.3
GO,4/30/2003,2003,Apr,107.9
GO,5/31/2003,2003,May,0.2
GO,6/30/2003,2003,Jun,0
GO,7/31/2003,2003,Jul,0
GO,8/31/2003,2003,Aug,12.9
GO,9/30/2003,2003,Sep,35.3
GO,10/31/2003,2003,Oct,110.5
GO,11/30/2003,2003,Nov,265.2
GO,12/31/2003,2003,Dec,224.3
GO,1/31/2004,2004,Jan,282.3
GO,2/29/2004,2004,Feb,310.2
GO,3/31/2004,2004,Mar,264.2
GO,4/30/2004,2004,Apr,120.3
GO,5/31/2004,2004,May,18
GO,6/30/2004,2004,Jun,1
GO,7/31/2004,2004,Jul,5.8
GO,8/31/2004,2004,Aug,0
GO,9/30/2004,2004,Sep,6.2
GO,10/31/2004,2004,Oct,168.1
GO,11/30/2004,2004,Nov,128.6
GO,12/31/2004,2004,Dec,251.2
GO,1/31/2005,2005,Jan,237.5
GO,2/28/2005,2005,Feb,176.4
GO,3/31/2005,2005,Mar,526
GO,4/30/2005,2005,Apr,50.4
GO,5/31/2005,2005,May,34.2
GO,6/30/2005,2005,Jun,2.6
GO,7/31/2005,2005,Jul,0
GO,8/31/2005,2005,Aug,3.2
GO,9/30/2005,2005,Sep,55.8
GO,10/31/2005,2005,Oct,90.9
GO,11/30/2005,2005,Nov,269.7
GO,12/31/2005,2005,Dec,460.2
GO,1/31/2006,2006,Jan,137.9
GO,2/28/2006,2006,Feb,217.4
GO,3/31/2006,2006,Mar,319.1
GO,4/30/2006,2006,Apr,206.2
GO,5/31/2006,2006,May,20.1
GO,6/30/2006,2006,Jun,0
GO,7/31/2006,2006,Jul,0
GO,8/31/2006,2006,Aug,10.6
GO,9/30/2006,2006,Sep,84.1
GO,10/31/2006,2006,Oct,283.4
GO,11/30/2006,2006,Nov,188.2
GO,12/31/2006,2006,Dec,238.1
GO,1/31/2007,2007,Jan,200.1
GO,2/28/2007,2007,Feb,267.4
GO,3/31/2007,2007,Mar,87.3
GO,4/30/2007,2007,Apr,59.6
GO,5/31/2007,2007,May,9.2
GO,6/30/2007,2007,Jun,5.1
GO,7/31/2007,2007,Jul,6
GO,8/31/2007,2007,Aug,0
GO,9/30/2007,2007,Sep,1.8
GO,10/31/2007,2007,Oct,55.9
GO,11/30/2007,2007,Nov,223.1
GO,12/31/2007,2007,Dec,179.7
GO,1/31/2008,2008,Jan,280.8
GO,2/29/2008,2008,Feb,294.4
GO,3/31/2008,2008,Mar,373.8
GO,4/30/2008,2008,Apr,202.2
GO,5/31/2008,2008,May,53.2
GO,6/30/2008,2008,Jun,0
GO,7/31/2008,2008,Jul,0
GO,8/31/2008,2008,Aug,0
GO,9/30/2008,2008,Sep,51.8
GO,10/31/2008,2008,Oct,109.4
GO,11/30/2008,2008,Nov,197.5
GO,12/31/2008,2008,Dec,246.2
GO,1/31/2009,2009,Jan,178.6
GO,2/28/2009,2009,Feb,148.2
GO,3/31/2009,2009,Mar,185.6
GO,4/30/2009,2009,Apr,258
GO,5/31/2009,2009,May,41.2
GO,6/30/2009,2009,Jun,31.3
GO,7/31/2009,2009,Jul,2
GO,8/31/2009,2009,Aug,16.8
GO,9/30/2009,2009,Sep,71
GO,10/31/2009,2009,Oct,196.4
GO,11/30/2009,2009,Nov,194.9
GO,12/31/2009,2009,Dec,443.9
GO,1/31/2010,2010,Jan,98.3
GO,2/28/2010,2010,Feb,208
GO,3/31/2010,2010,Mar,190.4
GO,4/30/2010,2010,Apr,188.4
GO,5/31/2010,2010,May,0
GO,6/30/2010,2010,Jun,14.3
GO,7/31/2010,2010,Jul,0
GO,8/31/2010,2010,Aug,0
GO,9/30/2010,2010,Sep,16.9
GO,10/31/2010,2010,Oct,107.9
GO,11/30/2010,2010,Nov,281.9
GO,12/31/2010,2010,Dec,449.8
GO,1/31/2011,2011,Jan,287.8
GO,2/28/2011,2011,Feb,240.4
GO,3/31/2011,2011,Mar,367.1
GO,4/30/2011,2011,Apr,62.3
GO,5/31/2011,2011,May,0
GO,6/30/2011,2011,Jun,15.3
GO,7/31/2011,2011,Jul,0
