Ano,State,Month,Number,Date
2011,DF,Fev,1,1/1/2011
2012,DF,Fev,0,1/1/2012
2013,DF,Fev,1,1/1/2013
2014,DF,Fev,1,1/1/2014
2015,DF,Fev,0,1/1/2015
2016,DF,Fev,2,1/1/2016
2017,DF,Fev,0,1/1/2017
1998,DF,Mar,0,1/1/1998
1999,DF,Mar,0,1/1/1999
2000,DF,Mar,0,1/1/2000
2001,DF,Mar,0,1/1/2001
2002,DF,Mar,0,1/1/2002
2003,DF,Mar,0,1/1/2003
2004,DF,Mar,0,1/1/2004
2005,DF,Mar,0,1/1/2005
2006,DF,Mar,0,1/1/2006
2007,DF,Mar,1,1/1/2007
2008,DF,Mar,2,1/1/2008
2009,DF,Mar,0,1/1/2009
2010,DF,Mar,0,1/1/2010
2011,DF,Mar,0,1/1/2011
2012,DF,Mar,0,1/1/2012
2013,DF,Mar,1,1/1/2013
2014,DF,Mar,1,1/1/2014
2015,DF,Mar,0,1/1/2015
2016,DF,Mar,1,1/1/2016
2017,DF,Mar,0,1/1/2017
1998,DF,Apr,0,1/1/1998
1999,DF,Apr,0,1/1/1999
2000,DF,Apr,0,1/1/2000
2001,DF,Apr,0,1/1/2001
2002,DF,Apr,1,1/1/2002
2003,DF,Apr,0,1/1/2003
2004,DF,Apr,1,1/1/2004
2005,DF,Apr,0,1/1/2005
2006,DF,Apr,0,1/1/2006
2007,DF,Apr,0,1/1/2007
2008,DF,Apr,1,1/1/2008
2009,DF,Apr,0,1/1/2009
2010,DF,Apr,8,1/1/2010
2011,DF,Apr,1,1/1/2011
2012,DF,Apr,4,1/1/2012
2013,DF,Apr,1,1/1/2013
2014,DF,Apr,2,1/1/2014
2015,DF,Apr,0,1/1/2015
2016,DF,Apr,5,1/1/2016
2017,DF,Apr,1,1/1/2017
1998,DF,May,0,1/1/1998
1999,DF,May,0,1/1/1999
2000,DF,May,2,1/1/2000
2001,DF,May,0,1/1/2001
2002,DF,May,1,1/1/2002
2003,DF,May,0,1/1/2003
2004,DF,May,9,1/1/2004
2005,DF,May,2,1/1/2005
2006,DF,May,3,1/1/2006
2007,DF,May,4,1/1/2007
2008,DF,May,6,1/1/2008
2009,DF,May,9,1/1/2009
2010,DF,May,23,1/1/2010
2011,DF,May,3,1/1/2011
2012,DF,May,0,1/1/2012
2013,DF,May,2,1/1/2013
2014,DF,May,9,1/1/2014
2015,DF,May,2,1/1/2015
2016,DF,May,15,1/1/2016
2017,DF,May,6,1/1/2017
1998,DF,Jun,2,1/1/1998
1999,DF,Jun,3,1/1/1999
2000,DF,Jun,1,1/1/2000
2001,DF,Jun,3,1/1/2001
2002,DF,Jun,7,1/1/2002
2003,DF,Jun,11,1/1/2003
2004,DF,Jun,6,1/1/2004
2005,DF,Jun,3,1/1/2005
2006,DF,Jun,2,1/1/2006
2007,DF,Jun,21,1/1/2007
2008,DF,Jun,0,1/1/2008
2009,DF,Jun,4,1/1/2009
2010,DF,Jun,21,1/1/2010
2011,DF,Jun,18,1/1/2011
2012,DF,Jun,6,1/1/2012
2013,DF,Jun,4,1/1/2013
2014,DF,Jun,6,1/1/2014
2015,DF,Jun,1,1/1/2015
2016,DF,Jun,42,1/1/2016
2017,DF,Jun,23,1/1/2017
1998,DF,Jul,17,1/1/1998
1999,DF,Jul,4,1/1/1999
2000,DF,Jul,15,1/1/2000
2001,DF,Jul,22,1/1/2001
2002,DF,Jul,33,1/1/2002
2003,DF,Jul,19,1/1/2003
2004,DF,Jul,37,1/1/2004
2005,DF,Jul,24,1/1/2005
2006,DF,Jul,10,1/1/2006
2007,DF,Jul,25,1/1/2007
2008,DF,Jul,12,1/1/2008
2009,DF,Jul,33,1/1/2009
2010,DF,Jul,85,1/1/2010
2011,DF,Jul,53,1/1/2011
2012,DF,Jul,29,1/1/2012
2013,DF,Jul,22,1/1/2013
2014,DF,Jul,27,1/1/2014
2015,DF,Jul,15,1/1/2015
2016,DF,Jul,79,1/1/2016
2017,DF,Jul,44,1/1/2017
1998,DF,Aug,48,1/1/1998
1999,DF,Aug,16,1/1/1999
2000,DF,Aug,9,1/1/2000
2001,DF,Aug,25,1/1/2001
2002,DF,Aug,53,1/1/2002
2003,DF,Aug,36,1/1/2003
2004,DF,Aug,108,1/1/2004
2005,DF,Aug,20,1/1/2005
2006,DF,Aug,40,1/1/2006
2007,DF,Aug,137,1/1/2007
2008,DF,Aug,30,1/1/2008
2009,DF,Aug,37,1/1/2009
2010,DF,Aug,159,1/1/2010
2011,DF,Aug,61,1/1/2011
2012,DF,Aug,55,1/1/2012
2013,DF,Aug,34,1/1/2013
2014,DF,Aug,99,1/1/2014
2015,DF,Aug,53,1/1/2015
2016,DF,Aug,29,1/1/2016
2017,DF,Aug,147,1/1/2017
1998,DF,Sep,33,1/1/1998
1999,DF,Sep,12,1/1/1999
2000,DF,Sep,3,1/1/2000
2001,DF,Sep,12,1/1/2001
2002,DF,Sep,33,1/1/2002
2003,DF,Sep,17,1/1/2003
2004,DF,Sep,100,1/1/2004
2005,DF,Sep,23,1/1/2005
2006,DF,Sep,20,1/1/2006
2007,DF,Sep,73,1/1/2007
2008,DF,Sep,54,1/1/2008
2009,DF,Sep,5,1/1/2009
2010,DF,Sep,196,1/1/2010
2011,DF,Sep,133,1/1/2011
2012,DF,Sep,64,1/1/2012
2013,DF,Sep,31,1/1/2013
2014,DF,Sep,72,1/1/2014
2015,DF,Sep,76,1/1/2015
2016,DF,Sep,58,1/1/2016
2017,DF,Sep,122,1/1/2017
1998,DF,Oct,3,1/1/1998
1999,DF,Oct,8,1/1/1999
2000,DF,Oct,18,1/1/2000
2001,DF,Oct,0,1/1/2001
2002,DF,Oct,19,1/1/2002
2003,DF,Oct,12,1/1/2003
2004,DF,Oct,18,1/1/2004
2005,DF,Oct,18,1/1/2005
2006,DF,Oct,1,1/1/2006
2007,DF,Oct,13,1/1/2007
2008,DF,Oct,6,1/1/2008
2009,DF,Oct,3,1/1/2009
2010,DF,Oct,6,1/1/2010
2011,DF,Oct,0,1/1/2011
2012,DF,Oct,15,1/1/2012
2013,DF,Oct,3,1/1/2013
2014,DF,Oct,34,1/1/2014
2015,DF,Oct,21,1/1/2015
2016,DF,Oct,9,1/1/2016
2017,DF,Oct,66,1/1/2017
1998,DF,Nov,0,1/1/1998
1999,DF,Nov,1,1/1/1999
2000,DF,Nov,0,1/1/2000
2001,DF,Nov,0,1/1/2001
2002,DF,Nov,1,1/1/2002
2003,DF,Nov,0,1/1/2003
2004,DF,Nov,0,1/1/2004
2005,DF,Nov,2,1/1/2005
2006,DF,Nov,0,1/1/2006
2007,DF,Nov,0,1/1/2007
2008,DF,Nov,4,1/1/2008
2009,DF,Nov,0,1/1/2009
2010,DF,Nov,0,1/1/2010
2011,DF,Nov,1,1/1/2011
2012,DF,Nov,0,1/1/2012
2013,DF,Nov,0,1/1/2013
2014,DF,Nov,0,1/1/2014
2015,DF,Nov,3,1/1/2015
2016,DF,Nov,1,1/1/2016
2017,DF,Nov,0,1/1/2017
1998,DF,Dec,0,1/1/1998
1999,DF,Dec,0,1/1/1999
2000,DF,Dec,0,1/1/2000
2001,DF,Dec,1,1/1/2001
2002,DF,Dec,1,1/1/2002
2003,DF,Dec,0,1/1/2003
2004,DF,Dec,0,1/1/2004
2005,DF,Dec,0,1/1/2005
2006,DF,Dec,0,1/1/2006
2007,DF,Dec,0,1/1/2007
2008,DF,Dec,0,1/1/2008
2009,DF,Dec,0,1/1/2009
2010,DF,Dec,1,1/1/2010
2011,DF,Dec,0,1/1/2011
2012,DF,Dec,0,1/1/2012
2013,DF,Dec,2,1/1/2013
2014,DF,Dec,0,1/1/2014
2015,DF,Dec,0,1/1/2015
2016,DF,Dec,0,1/1/2016
1998,ES,Jan,0,1/1/1998
1999,ES,Jan,33,1/1/1999
2000,ES,Jan,5,1/1/2000
2001,ES,Jan,1,1/1/2001
2002,ES,Jan,2,1/1/2002
2003,ES,Jan,4,1/1/2003
2004,ES,Jan,1,1/1/2004
2005,ES,Jan,4,1/1/2005
2006,ES,Jan,13,1/1/2006
2007,ES,Jan,0,1/1/2007
2008,ES,Jan,12,1/1/2008
2009,ES,Jan,4,1/1/2009
2010,ES,Jan,52,1/1/2010
2011,ES,Jan,3,1/1/2011
2012,ES,Jan,1,1/1/2012
2013,ES,Jan,10,1/1/2013
2014,ES,Jan,11,1/1/2014
2015,ES,Jan,76,1/1/2015
2016,ES,Jan,43,1/1/2016
2017,ES,Jan,13,1/1/2017
1998,ES,Fev,0,1/1/1998
1999,ES,Fev,10,1/1/1999
2000,ES,Fev,5,1/1/2000
2001,ES,Fev,5,1/1/2001
2002,ES,Fev,4,1/1/2002
2003,ES,Fev,11,1/1/2003
2004,ES,Fev,5,1/1/2004
2005,ES,Fev,1,1/1/2005
2006,ES,Fev,45,1/1/2006
2007,ES,Fev,3,1/1/2007
2008,ES,Fev,20,1/1/2008
2009,ES,Fev,12,1/1/2009
2010,ES,Fev,15,1/1/2010
2011,ES,Fev,42,1/1/2011
2012,ES,Fev,25,1/1/2012
2013,ES,Fev,15,1/1/2013
2014,ES,Fev,17,1/1/2014
2015,ES,Fev,60,1/1/2015
2016,ES,Fev,24,1/1/2016
2017,ES,Fev,8,1/1/2017
1998,ES,Mar,0,1/1/1998
1999,ES,Mar,8,1/1/1999
2000,ES,Mar,1,1/1/2000
2001,ES,Mar,2,1/1/2001
2002,ES,Mar,4,1/1/2002
2003,ES,Mar,28,1/1/2003
2004,ES,Mar,3,1/1/2004
2005,ES,Mar,3,1/1/2005
2006,ES,Mar,14,1/1/2006
2007,ES,Mar,9,1/1/2007
2008,ES,Mar,5,1/1/2008
2009,ES,Mar,11,1/1/2009
2010,ES,Mar,3,1/1/2010
2011,ES,Mar,5,1/1/2011
2012,ES,Mar,35,1/1/2012
2013,ES,Mar,13,1/1/2013
2014,ES,Mar,15,1/1/2014
2015,ES,Mar,25,1/1/2015
2016,ES,Mar,107,1/1/2016
2017,ES,Mar,9,1/1/2017
1998,ES,Apr,0,1/1/1998
1999,ES,Apr,2,1/1/1999
2000,ES,Apr,3,1/1/2000
2001,ES,Apr,2,1/1/2001
2002,ES,Apr,2,1/1/2002
2003,ES,Apr,22,1/1/2003
2004,ES,Apr,0,1/1/2004
2005,ES,Apr,4,1/1/2005
2006,ES,Apr,1,1/1/2006
2007,ES,Apr,2,1/1/2007
2008,ES,Apr,8,1/1/2008
2009,ES,Apr,8,1/1/2009
2010,ES,Apr,7,1/1/2010
2011,ES,Apr,3,1/1/2011
2012,ES,Apr,74,1/1/2012
2013,ES,Apr,16,1/1/2013
2014,ES,Apr,15,1/1/2014
2015,ES,Apr,33,1/1/2015
2016,ES,Apr,57,1/1/2016
2017,ES,Apr,7,1/1/2017
1998,ES,May,0,1/1/1998
1999,ES,May,16,1/1/1999
2000,ES,May,2,1/1/2000
2001,ES,May,8,1/1/2001
2002,ES,May,5,1/1/2002
2003,ES,May,1,1/1/2003
2004,ES,May,0,1/1/2004
2005,ES,May,5,1/1/2005
2006,ES,May,0,1/1/2006
2007,ES,May,1,1/1/2007
2008,ES,May,2,1/1/2008
2009,ES,May,7,1/1/2009
2010,ES,May,3,1/1/2010
2011,ES,May,2,1/1/2011
2012,ES,May,20,1/1/2012
2013,ES,May,14,1/1/2013
2014,ES,May,18,1/1/2014
2015,ES,May,17,1/1/2015
2016,ES,May,48,1/1/2016
2017,ES,May,10,1/1/2017
1998,ES,Jun,6,1/1/1998
1999,ES,Jun,6,1/1/1999
2000,ES,Jun,9,1/1/2000
2001,ES,Jun,9,1/1/2001
2002,ES,Jun,18,1/1/2002
2003,ES,Jun,19,1/1/2003
2004,ES,Jun,3,1/1/2004
2005,ES,Jun,8,1/1/2005
2006,ES,Jun,5,1/1/2006
2007,ES,Jun,4,1/1/2007
2008,ES,Jun,4,1/1/2008
2009,ES,Jun,12,1/1/2009
2010,ES,Jun,3,1/1/2010
2011,ES,Jun,7,1/1/2011
2012,ES,Jun,15,1/1/2012
2013,ES,Jun,22,1/1/2013
2014,ES,Jun,9,1/1/2014
2015,ES,Jun,18,1/1/2015
2016,ES,Jun,49,1/1/2016
2017,ES,Jun,37,1/1/2017
1998,ES,Jul,37,1/1/1998
1999,ES,Jul,9,1/1/1999
2000,ES,Jul,16,1/1/2000
2001,ES,Jul,12,1/1/2001
2002,ES,Jul,9,1/1/2002
2003,ES,Jul,27,1/1/2003
2004,ES,Jul,4,1/1/2004
2005,ES,Jul,9,1/1/2005
2006,ES,Jul,11,1/1/2006
2007,ES,Jul,13,1/1/2007
2008,ES,Jul,5,1/1/2008
2009,ES,Jul,25,1/1/2009
2010,ES,Jul,5,1/1/2010
2011,ES,Jul,18,1/1/2011
2012,ES,Jul,35,1/1/2012
2013,ES,Jul,20,1/1/2013
2014,ES,Jul,17,1/1/2014
2015,ES,Jul,30,1/1/2015
2016,ES,Jul,42,1/1/2016
2017,ES,Jul,3,1/1/2017
1998,ES,Aug,38,1/1/1998
1999,ES,Aug,60,1/1/1999
2000,ES,Aug,26,1/1/2000
2001,ES,Aug,30,1/1/2001
2002,ES,Aug,60,1/1/2002
2003,ES,Aug,118,1/1/2003
2004,ES,Aug,12,1/1/2004
2005,ES,Aug,12,1/1/2005
2006,ES,Aug,29,1/1/2006
2007,ES,Aug,82,1/1/2007
2008,ES,Aug,13,1/1/2008
2009,ES,Aug,17,1/1/2009
2010,ES,Aug,39,1/1/2010
2011,ES,Aug,93,1/1/2011
2012,ES,Aug,12,1/1/2012
2013,ES,Aug,53,1/1/2013
2014,ES,Aug,47,1/1/2014
2015,ES,Aug,35,1/1/2015
2016,ES,Aug,78,1/1/2016
2017,ES,Aug,30,1/1/2017
1998,ES,Sep,108,1/1/1998
1999,ES,Sep,64,1/1/1999
2000,ES,Sep,14,1/1/2000
2001,ES,Sep,38,1/1/2001
2002,ES,Sep,46,1/1/2002
2003,ES,Sep,252,1/1/2003
2004,ES,Sep,47,1/1/2004
2005,ES,Sep,8,1/1/2005
2006,ES,Sep,87,1/1/2006
2007,ES,Sep,63,1/1/2007
2008,ES,Sep,78,1/1/2008
2009,ES,Sep,57,1/1/2009
2010,ES,Sep,53,1/1/2010
2011,ES,Sep,108,1/1/2011
2012,ES,Sep,48,1/1/2012
2013,ES,Sep,30,1/1/2013
2014,ES,Sep,61,1/1/2014
2015,ES,Sep,228,1/1/2015
2016,ES,Sep,128,1/1/2016
2017,ES,Sep,58,1/1/2017
1998,ES,Oct,20,1/1/1998
1999,ES,Oct,23,1/1/1999
2000,ES,Oct,88,1/1/2000
2001,ES,Oct,19,1/1/2001
2002,ES,Oct,113,1/1/2002
2003,ES,Oct,159,1/1/2003
2004,ES,Oct,48,1/1/2004
2005,ES,Oct,62,1/1/2005
2006,ES,Oct,10,1/1/2006
2007,ES,Oct,79,1/1/2007
2008,ES,Oct,100,1/1/2008
2009,ES,Oct,13,1/1/2009
2010,ES,Oct,32,1/1/2010
2011,ES,Oct,38,1/1/2011
2012,ES,Oct,62,1/1/2012
2013,ES,Oct,37,1/1/2013
2014,ES,Oct,89,1/1/2014
2015,ES,Oct,307,1/1/2015
2016,ES,Oct,58,1/1/2016
2017,ES,Oct,56,1/1/2017
1998,ES,Nov,4,1/1/1998
1999,ES,Nov,9,1/1/1999
2000,ES,Nov,3,1/1/2000
2001,ES,Nov,3,1/1/2001
2002,ES,Nov,22,1/1/2002
2003,ES,Nov,49,1/1/2003
2004,ES,Nov,42,1/1/2004
2005,ES,Nov,0,1/1/2005
2006,ES,Nov,0,1/1/2006
2007,ES,Nov,112,1/1/2007
2008,ES,Nov,3,1/1/2008
2009,ES,Nov,18,1/1/2009
2010,ES,Nov,3,1/1/2010
2011,ES,Nov,6,1/1/2011
2012,ES,Nov,7,1/1/2012
2013,ES,Nov,11,1/1/2013
2014,ES,Nov,20,1/1/2014
2015,ES,Nov,141,1/1/2015
2016,ES,Nov,8,1/1/2016
2017,ES,Nov,3,1/1/2017
1998,ES,Dec,5,1/1/1998
1999,ES,Dec,0,1/1/1999
2000,ES,Dec,3,1/1/2000
2001,ES,Dec,1,1/1/2001
2002,ES,Dec,12,1/1/2002
2003,ES,Dec,18,1/1/2003
2004,ES,Dec,9,1/1/2004
2005,ES,Dec,5,1/1/2005
2006,ES,Dec,0,1/1/2006
2007,ES,Dec,14,1/1/2007
2008,ES,Dec,1,1/1/2008
2009,ES,Dec,32,1/1/2009
2010,ES,Dec,10,1/1/2010
2011,ES,Dec,1,1/1/2011
2012,ES,Dec,18,1/1/2012
2013,ES,Dec,9,1/1/2013
2014,ES,Dec,28,1/1/2014
2015,ES,Dec,61,1/1/2015
2016,ES,Dec,12,1/1/2016
1998,GO,Jan,0,1/1/1998
1999,GO,Jan,14,1/1/1999
2000,GO,Jan,10,1/1/2000
2001,GO,Jan,29,1/1/2001
2002,GO,Jan,12,1/1/2002
2003,GO,Jan,14,1/1/2003
2004,GO,Jan,10,1/1/2004
2005,GO,Jan,27,1/1/2005
2006,GO,Jan,85,1/1/2006
2007,GO,Jan,28,1/1/2007
2008,GO,Jan,23,1/1/2008
2009,GO,Jan,30,1/1/2009
2010,GO,Jan,59,1/1/2010
2011,GO,Jan,39,1/1/2011
2012,GO,Jan,21,1/1/2012
2013,GO,Jan,33,1/1/2013
2014,GO,Jan,80,1/1/2014
2015,GO,Jan,118,1/1/2015
2016,GO,Jan,52,1/1/2016
2017,GO,Jan,53,1/1/2017
1998,GO,Fev,0,1/1/1998
1999,GO,Fev,334,1/1/1999
2000,GO,Fev,11,1/1/2000
2001,GO,Fev,9,1/1/2001
2002,GO,Fev,9,1/1/2002
2003,GO,Fev,47,1/1/2003
2004,GO,Fev,11,1/1/2004
2005,GO,Fev,84,1/1/2005
2006,GO,Fev,21,1/1/2006
2007,GO,Fev,13,1/1/2007
2008,GO,Fev,25,1/1/2008
2009,GO,Fev,29,1/1/2009
2010,GO,Fev,86,1/1/2010
2011,GO,Fev,45,1/1/2011
2012,GO,Fev,37,1/1/2012
2013,GO,Fev,86,1/1/2013
2014,GO,Fev,44,1/1/2014
2015,GO,Fev,53,1/1/2015
2016,GO,Fev,117,1/1/2016
2017,GO,Fev,75,1/1/2017
1998,GO,Mar,0,1/1/1998
1999,GO,Mar,1,1/1/1999
2000,GO,Mar,4,1/1/2000
2001,GO,Mar,10,1/1/2001
2002,GO,Mar,48,1/1/2002
2003,GO,Mar,29,1/1/2003
2004,GO,Mar,36,1/1/2004
2005,GO,Mar,36,1/1/2005
2006,GO,Mar,29,1/1/2006
2007,GO,Mar,49,1/1/2007
2008,GO,Mar,20,1/1/2008
2009,GO,Mar,32,1/1/2009
2010,GO,Mar,65,1/1/2010
2011,GO,Mar,19,1/1/2011
2012,GO,Mar,57,1/1/2012
2013,GO,Mar,79,1/1/2013
2014,GO,Mar,80,1/1/2014
2015,GO,Mar,76,1/1/2015
2016,GO,Mar,136,1/1/2016
2017,GO,Mar,115,1/1/2017
1998,GO,Apr,0,1/1/1998
1999,GO,Apr,25,1/1/1999
2000,GO,Apr,16,1/1/2000
2001,GO,Apr,49,1/1/2001
2002,GO,Apr,78,1/1/2002
2003,GO,Apr,87,1/1/2003
2004,GO,Apr,32,1/1/2004
2005,GO,Apr,55,1/1/2005
2006,GO,Apr,22,1/1/2006
2007,GO,Apr,17,1/1/2007
2008,GO,Apr,36,1/1/2008
2009,GO,Apr,11,1/1/2009
2010,GO,Apr,105,1/1/2010
2011,GO,Apr,71,1/1/2011
2012,GO,Apr,89,1/1/2012
2013,GO,Apr,42,1/1/2013
2014,GO,Apr,138,1/1/2014
2015,GO,Apr,89,1/1/2015
2016,GO,Apr,167,1/1/2016
2017,GO,Apr,60,1/1/2017
1998,GO,May,0,1/1/1998
1999,GO,May,99,1/1/1999
2000,GO,May,58,1/1/2000
2001,GO,May,85,1/1/2001
2002,GO,May,171,1/1/2002
2003,GO,May,57,1/1/2003
2004,GO,May,157,1/1/2004
2005,GO,May,164,1/1/2005
2006,GO,May,33,1/1/2006
2007,GO,May,94,1/1/2007
2008,GO,May,41,1/1/2008
2009,GO,May,104,1/1/2009
2010,GO,May,239,1/1/2010
2011,GO,May,136,1/1/2011
2012,GO,May,103,1/1/2012
2013,GO,May,150,1/1/2013
2014,GO,May,210,1/1/2014
2015,GO,May,129,1/1/2015
2016,GO,May,233,1/1/2016
2017,GO,May,135,1/1/2017
1998,GO,Jun,172,1/1/1998
1999,GO,Jun,250,1/1/1999
2000,GO,Jun,222,1/1/2000
2001,GO,Jun,212,1/1/2001
2002,GO,Jun,302,1/1/2002
2003,GO,Jun,321,1/1/2003
2004,GO,Jun,422,1/1/2004
2005,GO,Jun,189,1/1/2005
2006,GO,Jun,70,1/1/2006
2007,GO,Jun,186,1/1/2007
2008,GO,Jun,55,1/1/2008
2009,GO,Jun,179,1/1/2009
2010,GO,Jun,278,1/1/2010
2011,GO,Jun,314,1/1/2011
2012,GO,Jun,245,1/1/2012
2013,GO,Jun,192,1/1/2013
2014,GO,Jun,318,1/1/2014
2015,GO,Jun,277,1/1/2015
2016,GO,Jun,289,1/1/2016
2017,GO,Jun,442,1/1/2017
1998,GO,Jul,512,1/1/1998
1999,GO,Jul,311,1/1/1999
2000,GO,Jul,332,1/1/2000
2001,GO,Jul,371,1/1/2001
2002,GO,Jul,686,1/1/2002
2003,GO,Jul,322,1/1/2003
2004,GO,Jul,778,1/1/2004
2005,GO,Jul,363,1/1/2005
2006,GO,Jul,169,1/1/2006
2007,GO,Jul,399,1/1/2007
2008,GO,Jul,193,1/1/2008
2009,GO,Jul,470,1/1/2009
2010,GO,Jul,941,1/1/2010
2011,GO,Jul,607,1/1/2011
2012,GO,Jul,564,1/1/2012
2013,GO,Jul,350,1/1/2013
2014,GO,Jul,446,1/1/2014
2015,GO,Jul,347,1/1/2015
2016,GO,Jul,837,1/1/2016
2017,GO,Jul,577,1/1/2017
1998,GO,Aug,2.218,1/1/1998
1999,GO,Aug,1.198,1/1/1999
2000,GO,Aug,925,1/1/2000
2001,GO,Aug,787,1/1/2001
2002,GO,Aug,1.428,1/1/2002
2003,GO,Aug,902,1/1/2003
2004,GO,Aug,1.498,1/1/2004
2005,GO,Aug,639,1/1/2005
2006,GO,Aug,588,1/1/2006
2007,GO,Aug,2.382,1/1/2007
2008,GO,Aug,568,1/1/2008
2009,GO,Aug,647,1/1/2009
2010,GO,Aug,2.914,1/1/2010
2011,GO,Aug,1.613,1/1/2011
2012,GO,Aug,912,1/1/2012
2013,GO,Aug,488,1/1/2013
2014,GO,Aug,1.255,1/1/2014
2015,GO,Aug,943,1/1/2015
2016,GO,Aug,1.032,1/1/2016
2017,GO,Aug,1.492,1/1/2017
1998,GO,Sep,2.867,1/1/1998
1999,GO,Sep,1.898,1/1/1999
2000,GO,Sep,1.293,1/1/2000
2001,GO,Sep,1.863,1/1/2001
2002,GO,Sep,3.52,1/1/2002
2003,GO,Sep,1.662,1/1/2003
2004,GO,Sep,2.965,1/1/2004
2005,GO,Sep,1.341,1/1/2005
2006,GO,Sep,1.463,1/1/2006
2007,GO,Sep,3.745,1/1/2007
2008,GO,Sep,1.255,1/1/2008
2009,GO,Sep,685,1/1/2009
2010,GO,Sep,5.075,1/1/2010
2011,GO,Sep,2.259,1/1/2011
2012,GO,Sep,2.452,1/1/2012
2013,GO,Sep,684,1/1/2013
2014,GO,Sep,1.687,1/1/2014
2015,GO,Sep,2.296,1/1/2015
2016,GO,Sep,1.703,1/1/2016
2017,GO,Sep,3.238,1/1/2017
1998,GO,Oct,1.034,1/1/1998
1999,GO,Oct,743,1/1/1999
2000,GO,Oct,905,1/1/2000
2001,GO,Oct,479,1/1/2001
2002,GO,Oct,1.367,1/1/2002
2003,GO,Oct,1.183,1/1/2003
2004,GO,Oct,1.275,1/1/2004
2005,GO,Oct,1.717,1/1/2005
2006,GO,Oct,178,1/1/2006
2007,GO,Oct,1.195,1/1/2007
2008,GO,Oct,1.231,1/1/2008
2009,GO,Oct,367,1/1/2009
2010,GO,Oct,1.227,1/1/2010
2011,GO,Oct,476,1/1/2011
2012,GO,Oct,1.524,1/1/2012
2013,GO,Oct,606,1/1/2013
2014,GO,Oct,1.947,1/1/2014
2015,GO,Oct,1.807,1/1/2015
2016,GO,Oct,522,1/1/2016
2017,GO,Oct,2.401,1/1/2017
1998,GO,Nov,47,1/1/1998
1999,GO,Nov,110,1/1/1999
2000,GO,Nov,26,1/1/2000
2001,GO,Nov,15,1/1/2001
2002,GO,Nov,192,1/1/2002
2003,GO,Nov,168,1/1/2003
2004,GO,Nov,291,1/1/2004
2005,GO,Nov,144,1/1/2005
2006,GO,Nov,91,1/1/2006
2007,GO,Nov,79,1/1/2007
2008,GO,Nov,90,1/1/2008
2009,GO,Nov,89,1/1/2009
2010,GO,Nov,67,1/1/2010
2011,GO,Nov,59,1/1/2011
2012,GO,Nov,57,1/1/2012
2013,GO,Nov,183,1/1/2013
2014,GO,Nov,181,1/1/2014
2015,GO,Nov,547,1/1/2015
2016,GO,Nov,123,1/1/2016
2017,GO,Nov,117,1/1/2017
1998,GO,Dec,13,1/1/1998
1999,GO,Dec,20,1/1/1999
2000,GO,Dec,6,1/1/2000
2001,GO,Dec,18,1/1/2001
2002,GO,Dec,115,1/1/2002
2003,GO,Dec,129,1/1/2003
2004,GO,Dec,56,1/1/2004
2005,GO,Dec,5,1/1/2005
2006,GO,Dec,7,1/1/2006
2007,GO,Dec,16,1/1/2007
2008,GO,Dec,6,1/1/2008
2009,GO,Dec,39,1/1/2009
2010,GO,Dec,48,1/1/2010
2011,GO,Dec,39,1/1/2011
2012,GO,Dec,93,1/1/2012
2013,GO,Dec,86,1/1/2013
2014,GO,Dec,68,1/1/2014
2015,GO,Dec,179,1/1/2015
2016,GO,Dec,64,1/1/2016
1998,MA,Jan,0,1/1/1998
1999,MA,Jan,54,1/1/1999
2000,MA,Jan,19,1/1/2000
2001,MA,Jan,29,1/1/2001
2002,MA,Jan,48,1/1/2002
2003,MA,Jan,436,1/1/2003
2004,MA,Jan,241,1/1/2004
2005,MA,Jan,450,1/1/2005
2006,MA,Jan,221,1/1/2006
2007,MA,Jan,428,1/1/2007
2008,MA,Jan,121,1/1/2008
2009,MA,Jan,240,1/1/2009
2010,MA,Jan,319,1/1/2010
2011,MA,Jan,124,1/1/2011
2012,MA,Jan,326,1/1/2012
2013,MA,Jan,209,1/1/2013
2014,MA,Jan,195,1/1/2014
2015,MA,Jan,494,1/1/2015
2016,MA,Jan,412,1/1/2016
2017,MA,Jan,187,1/1/2017
1998,MA,Fev,0,1/1/1998
1999,MA,Fev,6,1/1/1999
2000,MA,Fev,11,1/1/2000
2001,MA,Fev,1,1/1/2001
2002,MA,Fev,116,1/1/2002
2003,MA,Fev,11,1/1/2003
2004,MA,Fev,22,1/1/2004
2005,MA,Fev,56,1/1/2005
2006,MA,Fev,22,1/1/2006
2007,MA,Fev,13,1/1/2007
2008,MA,Fev,45,1/1/2008
2009,MA,Fev,20,1/1/2009
2010,MA,Fev,93,1/1/2010
2011,MA,Fev,9,1/1/2011
2012,MA,Fev,46,1/1/2012
2013,MA,Fev,62,1/1/2013
2014,MA,Fev,29,1/1/2014
2015,MA,Fev,95,1/1/2015
2016,MA,Fev,318,1/1/2016
2017,MA,Fev,47,1/1/2017
1998,MA,Mar,0,1/1/1998
1999,MA,Mar,17,1/1/1999
2000,MA,Mar,6,1/1/2000
2001,MA,Mar,0,1/1/2001
2002,MA,Mar,16,1/1/2002
2003,MA,Mar,16,1/1/2003
2004,MA,Mar,18,1/1/2004
2005,MA,Mar,9,1/1/2005
2006,MA,Mar,14,1/1/2006
2007,MA,Mar,52,1/1/2007
2008,MA,Mar,4,1/1/2008
2009,MA,Mar,33,1/1/2009
2010,MA,Mar,82,1/1/2010
2011,MA,Mar,22,1/1/2011
